# Generation      Maximum Fitness      Average Fitness      Minimum Fitness
848                4.9300816242         4.8928064025         4.0052349741
849                4.9300816242         4.8967167462         4.3632583352
850                4.9336009035         4.9011375766         4.5366889077
851                4.9336009035         4.8713854725         4.0459202381
852                4.9336009035         4.7956357627         4.0174584183
853                4.9336009035         4.7410045903         3.6644634635
854                4.9336009035         4.7688098780         3.8444120967
855                4.9336009035         4.8921378868         3.9343988948
856                4.9336009035         4.8884083786         3.8413394759
857                4.9336009035         4.9077174475         4.7660899956
858                4.9336009035         4.9004564283         3.9053983392
859                4.9336009035         4.9047404182         4.3856743136
860                4.9336009035         4.8977375493         4.2724824622
861                4.9336009035         4.8897420255         4.1749594439
862                4.9336009035         4.9040860541         4.3598303299
863                4.9594362070         4.8778262588         4.1481188970
864                4.9594362070         4.8857351134         4.2062463170
865                4.9594362070         4.8868289600         4.2145595507
866                4.9594362070         4.8819441443         4.4065322010
867                4.9594362070         4.8717316165         4.0266055208
868                4.9594362070         4.8735854118         4.3083921861
869                4.9594362070         4.8862285390         4.0543949138
870                4.9594362070         4.9187321417         4.8074552247
871                4.9594362070         4.9219378472         4.7163306736
872                4.9594362070         4.9234719623         4.7099291011
873                4.9594362070         4.9227768545         4.7413973070
874                4.9594362070         4.8950317172         4.0740104592
875                4.9594362070         4.9084764990         4.0355794620
876                4.9594362070         4.9037115518         4.3807501488
877                4.9594362070         4.8996131608         4.0596195062
878                4.9594362070         4.8927579518         3.9541997472
879                4.9594362070         4.9130539216         4.0799602677
880                4.9594362070         4.9047692711         4.1718709829
881                4.9594362070         4.9013620657         4.4195754778
882                4.9594362070         4.8593245022         4.2991866535
883                4.9594362070         4.8406443079         4.1634275169
884                4.9594362070         4.8543164231         4.2017733318
885                4.9594362070         4.8675465979         4.4457623781
886                4.9594362070         4.9273765507         4.8822847661
887                4.9594362070         4.9161854851         4.3060305547
888                4.9723270527         4.9318131650         4.9299761812
889                4.9723270527         4.9206103035         4.3765125382
890                4.9723270527         4.9228424476         4.6815168519
891                4.9723270527         4.9204718321         4.3695889678
892                4.9723270527         4.9316795764         4.9299761812
893                4.9723270527         4.9271968089         4.7058378061
894                4.9723270527         4.8918053043         4.1716064000
895                4.9723270527         4.9183817470         4.3765652758
896                4.9723270527         4.9127030283         4.3155904628
897                4.9723270527         4.8694458437         3.9685376130
898                4.9723270527         4.8995591083         4.1939004870
899                4.9723270527         4.8900634947         3.9745684161
900                4.9723270527         4.8623062553         3.9383323032
901                4.9723270527         4.8791257506         4.5985488532
902                4.9723270527         4.8849384635         4.0687437384
903                4.9723270527         4.8924241225         4.4245135896
904                4.9723270527         4.8694233400         3.5858581867
905                4.9723270527         4.9163670828         4.5420330070
906                4.9723270527         4.8959931310         4.4373581786
907                4.9723270527         4.8956157952         4.0472476002
908                4.9723270527         4.9166843957         4.4913484149
909                4.9723270527         4.9101641597         4.2318868481
910                4.9723270527         4.9234604440         4.8184956201
911                4.9723270527         4.9147227329         4.4046837192
912                4.9723270527         4.9243847176         4.8212327168
913                4.9723270527         4.9227458778         4.6305472607
914                4.9723270527         4.8994310930         4.0226365590
915                4.9723270527         4.9118947381         4.1596937929
916                4.9723270527         4.9040395725         4.0732370651
917                4.9723270527         4.9140997252         4.0509836234
918                4.9723270527         4.8982045711         4.0156903439
919                4.9723270527         4.9121876963         4.2832991170
920                4.9723270527         4.9114583641         4.5168334492
921                4.9723270527         4.9153348901         4.4920093980
922                4.9723270527         4.8993582860         4.3216258838
923                4.9723270527         4.9201205173         4.3878714158
924                4.9723270527         4.8945177106         4.0841268525
925                4.9723270527         4.9029269273         3.9394839120
926                4.9723270527         4.9028573593         4.1472339235
927                4.9723270527         4.8813135321         4.2078221057
928                4.9723270527         4.9147789226         4.3776903405
929                4.9723270527         4.8810197793         3.9901232075
930                4.9723270527         4.8851697391         4.0895942982
931                4.9723270527         4.9007314720         4.3533952359
932                4.9723270527         4.9158826151         4.4752900114
933                4.9723270527         4.9138164326         4.6384541625
934                4.9723270527         4.8816200575         4.0577462078
935                4.9723270527         4.8585427406         3.8109370796
936                4.9723270527         4.8892980708         4.2657994995
937                4.9723270527         4.9187928502         4.7460039174
938                4.9723270527         4.9075424722         4.2550964130
939                4.9723270527         4.8818965601         4.1978898911
940                4.9723270527         4.8619043420         4.1304777366
941                4.9723270527         4.8376701314         3.9741845448
942                4.9723270527         4.8808105397         4.2351148527
943                4.9723270527         4.8777834679         4.0435312579
944                4.9723270527         4.8615247812         4.1708286426
945                4.9723270527         4.8685759060         4.4855812000
946                4.9723270527         4.8801502969         4.0715233056
947                4.9723270527         4.9091652871         4.2243793105
948                4.9723270527         4.9055198306         4.0352118371
949                4.9723270527         4.8818122678         4.1823430169
950                4.9723270527         4.9149309513         4.4995353907
951                4.9723270527         4.8983741555         4.2206439269
952                4.9723270527         4.8961947994         4.3301481878
953                4.9723270527         4.8511657862         3.8537807527
954                4.9723270527         4.8741499816         4.1135240437
955                4.9723270527         4.8971239068         4.5725088219
956                4.9723270527         4.9106904553         4.7586809710
957                4.9723270527         4.9275940249         4.8424233263
958                4.9723270527         4.9157797540         4.0766040730
959                4.9723270527         4.9064967038         4.2577782696
960                4.9723270527         4.9191841376         4.4697862287
961                4.9723270527         4.9005052511         4.1618737308
962                4.9723270527         4.9128235914         4.1662604307
963                4.9723270527         4.9205406940         4.3642648265
964                4.9723270527         4.8890512868         3.9474347301
965                4.9723270527         4.9094938141         4.1153336611
966                4.9723270527         4.9247943894         4.6017564760
967                4.9723270527         4.9115508475         3.9891931348
968                4.9723270527         4.9185384120         4.5472012553
969                4.9723270527         4.9045654610         4.1468592127
970                4.9723270527         4.9141543932         4.0201429070
971                4.9723270527         4.9130862484         3.9667356666
972                4.9723270527         4.9151762570         4.0712360999
973                4.9723270527         4.8593864310         4.0656490844
974                4.9723270527         4.8535444740         3.9268408567
975                4.9723270527         4.8638472394         4.2641793852
976                4.9723270527         4.8880753579         4.3629342237
977                4.9723270527         4.8919327419         4.0644786296
978                4.9723270527         4.9247236462         4.7392908707
979                4.9723270527         4.9210483225         4.3648393714
980                4.9723270527         4.9217054734         4.3976969207
981                4.9723270527         4.9189912180         4.4945022995
982                4.9723270527         4.9097465515         4.1790213705
983                4.9723270527         4.8805546378         4.0874921196
984                4.9723270527         4.9223617632         4.5401218273
985                4.9723270527         4.9153349702         4.4349093048
986                4.9723270527         4.9121768763         4.4036307750
987                4.9723270527         4.8972968518         4.1045231726
988                4.9723270527         4.8876666371         4.1336905072
989                4.9723270527         4.9104195444         4.1094860384
990                4.9723270527         4.8942076242         4.0178013579
991                4.9723270527         4.8923327331         4.3342412657
992                4.9723270527         4.8939713383         3.9903706564
993                4.9723270527         4.8972244897         4.1008430677
994                4.9723270527         4.9259233415         4.5837834463
995                4.9723270527         4.9014651188         4.0525140361
996                4.9723270527         4.9081335866         4.3856970162
997                4.9723270527         4.9087053704         4.2600859912
998                4.9723270527         4.8946940027         4.0604910870
999                4.9723270527         4.9191843665         4.3902206040
