# Generation #4
0.2804301404 , 0.6985987988 , 0.7970063101 , 0.2965693192 , 0.5291686054 , 0.8202290499 , 0.9870743385 , 0.1511419947 , 0.4314434166 , 0.6003020401 , 0.7053704875 , 0.7698066904 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.1803755557 , 0.7784723162 , 0.1613340714 , 0.2453641593 , 0.6517126797 , 0.8940714664 , 0.3961421926 , 0.6219024059 , 0.5950321814 , 0.4798956506 , 0.0531174196 , 0.3303805827 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.1803755557 , 0.7784723162 , 0.1613340714 , 0.2453641593 , 0.6517126797 , 0.8940714664 , 0.3961421926 , 0.6219024059 , 0.5950321814 , 0.4798956506 , 0.0531174196 , 0.3303805827 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.1803755557 , 0.7784723162 , 0.1613340714 , 0.2453641593 , 0.6517126797 , 0.8940714664 , 0.3961421926 , 0.6219024059 , 0.5950321814 , 0.4798956506 , 0.0531174196 , 0.3303805827 , 0.8893506260 , 0.9193323706 , 0.4497935977 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.2804301404 , 0.6985987988 , 0.7970063101 , 0.2965693192 , 0.5291686054 , 0.8202290499 , 0.9870743385 , 0.1511419947 , 0.4314434166 , 0.6003020401 , 0.7053704875 , 0.7698066904 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.2804301404 , 0.8858824624 , 0.7970063101 , 0.2965693192 , 0.5291686054 , 0.8202290499 , 0.9870743385 , 0.1511419947 , 0.4314434166 , 0.6003020401 , 0.7053704875 , 0.7698066904 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.1803755557 , 0.7784723162 , 0.1613340714 , 0.2453641593 , 0.6517126797 , 0.8940714664 , 0.3961421926 , 0.6219024059 , 0.5950321814 , 0.4798956506 , 0.0531174196 , 0.3303805827 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.1803755557 , 0.7784723162 , 0.1613340714 , 0.2453641593 , 0.6517126797 , 0.8940714664 , 0.3961421926 , 0.6219024059 , 0.5950321814 , 0.4798956506 , 0.0531174196 , 0.3303805827 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.2804301404 , 0.6985987988 , 0.7970063101 , 0.2965693192 , 0.5291686054 , 0.8202290499 , 0.9870743385 , 0.1511419947 , 0.4314434166 , 0.6003020401 , 0.7053704875 , 0.7698066904 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
0.2804301404 , 0.6985987988 , 0.7970063101 , 0.2965693192 , 0.5291686054 , 0.8202290499 , 0.9870743385 , 0.1511419947 , 0.4314434166 , 0.6003020401 , 0.7053704875 , 0.7698066904 , 0.8893506260 , 0.9193323706 , 0.2138027693 , 0.9703168456 , 0.7827347893 , 0.9151306973 , 0.0652631574 , 0.6838331887
