# Generation      Maximum Fitness      Average Fitness      Minimum Fitness
599                4.9573604430         4.8899866476         3.9038244654
600                4.9573604430         4.9002253324         4.0838804708
601                4.9573604430         4.9056401917         4.0330260569
602                4.9573604430         4.9456265568         4.7784483593
603                4.9573604430         4.9490611624         4.7952208992
604                4.9573604430         4.9462062409         4.7788870678
605                4.9573604430         4.9263121531         4.2917092748
606                4.9573604430         4.9152140468         4.2857088617
607                4.9573604430         4.9071625093         4.2026156241
608                4.9573604430         4.9083631941         4.5099389617
609                4.9573604430         4.8558780568         4.0098393750
610                4.9573604430         4.8506960631         4.2052691945
611                4.9573604430         4.8587093292         4.3268097559
612                4.9573604430         4.8603270666         4.1343271519
613                4.9573604430         4.8420734785         4.1896391500
614                4.9573604430         4.8054229214         3.8138560399
615                4.9573604430         4.7818767708         4.0632269066
616                4.9573604430         4.8452192459         3.8913642274
617                4.9573604430         4.9039286362         4.5244515031
618                4.9573604430         4.9053592912         4.4402818355
619                4.9573604430         4.8842770337         4.0528680281
620                4.9573604430         4.9184931928         4.2376859793
621                4.9573604430         4.8980913416         4.2376859793
622                4.9573604430         4.9450319547         4.7765776574
623                4.9573604430         4.8954147514         4.2116638697
624                4.9573604430         4.9301297906         4.4671110847
625                4.9573604430         4.9471660892         4.7765776574
626                4.9573604430         4.9507817449         4.7765776574
627                4.9573604430         4.9419069626         4.2587624844
628                4.9573604430         4.9146268435         4.1273870289
629                4.9573604430         4.9282705498         3.9971813990
630                4.9573604430         4.8815421725         3.9262132130
631                4.9573604430         4.8849308746         4.0320885434
632                4.9573604430         4.8792624372         3.9719921405
633                4.9578509208         4.8363388749         3.9719921405
634                4.9578509208         4.8596007402         4.1061646029
635                4.9578509208         4.8759929952         4.1731454874
636                4.9578509208         4.8626008211         3.7462717458
637                4.9578509208         4.8753169747         4.1731454874
638                4.9578509208         4.9007951460         4.3373867375
639                4.9578509208         4.9096372149         4.3373867375
640                4.9578509208         4.9332976012         4.4988700558
641                4.9578509208         4.9155644264         3.9793808654
642                4.9578509208         4.9075540816         3.8317444962
643                4.9578509208         4.8723481198         3.8317444962
644                4.9578509208         4.8715413636         4.1217940197
645                4.9578509208         4.9297717268         4.4107351295
646                4.9578509208         4.9099857982         4.4104996341
647                4.9578509208         4.8893021854         4.4104996341
648                4.9578509208         4.8897901116         4.2870176143
649                4.9578509208         4.8770712822         3.9966887720
650                4.9578509208         4.8961208436         4.0220403887
651                4.9578509208         4.9021911935         3.9853090151
652                4.9578509208         4.8968929299         3.9772871013
653                4.9578509208         4.9517246855         4.6613487124
654                4.9578509208         4.9447440926         4.3103571551
655                4.9578509208         4.9510161614         4.6254320290
656                4.9578509208         4.9576449201         4.9573604430
657                4.9578509208         4.9288063363         3.9930806224
658                4.9578509208         4.9084930645         4.0599805112
659                4.9578509208         4.9398341943         4.3519558535
660                4.9578509208         4.9309714107         4.3519558535
661                4.9578509208         4.9196120629         4.5142212605
662                4.9578509208         4.8901338107         4.0513260020
663                4.9578509208         4.9295017209         4.1054366404
664                4.9578509208         4.9405370181         4.6702668325
665                4.9578509208         4.9280895000         4.3586781279
666                4.9578509208         4.9229011406         4.5025840465
667                4.9578509208         4.8768724337         4.3640669057
668                4.9578509208         4.8935401243         4.0970879040
669                4.9578509208         4.8237460451         3.7578453056
670                4.9578509208         4.8209230185         3.7705086876
671                4.9578509208         4.8187546044         3.3549536213
672                4.9578509208         4.8912501197         4.2673777593
673                4.9578509208         4.8762433336         4.0067234552
674                4.9578509208         4.8888087546         4.0884851181
675                4.9578509208         4.9268194493         4.4214309040
676                4.9578509208         4.9174700828         3.7703236733
677                4.9578509208         4.9368038757         4.3241116761
678                4.9578509208         4.8810815361         4.1023394288
679                4.9578509208         4.9286500187         4.3241116761
680                4.9578509208         4.9179164969         4.2005885168
681                4.9578509208         4.8828396765         4.0089622704
682                4.9578509208         4.9018519492         4.2605281778
683                4.9578509208         4.8903991919         4.2605281778
684                4.9578509208         4.8155459923         3.3245290602
685                4.9578509208         4.7197171293         3.3245290602
686                4.9578509208         4.7728820438         3.8473752482
687                4.9578509208         4.8729956209         3.9910302940
688                4.9578509208         4.8575814326         3.9910302940
689                4.9578509208         4.8771287408         4.1892588226
690                4.9578509208         4.8692699036         4.0037420570
691                4.9578509208         4.8812224012         4.0037420570
692                4.9578509208         4.8761271587         3.1411514591
693                4.9578509208         4.8865688491         4.1372476747
694                4.9578509208         4.8482062697         3.9939458790
695                4.9578509208         4.8347953915         3.6765740535
696                4.9578509208         4.8545160339         4.0689804061
697                4.9578509208         4.8927312767         4.1742305535
698                4.9578509208         4.9137223147         4.4917937474
699                4.9578509208         4.8975178535         4.2051842419
700                4.9578509208         4.8486608571         3.6669065474
701                4.9578509208         4.8618035025         3.6669065474
702                4.9578509208         4.8455865880         4.2878185468
703                4.9578509208         4.8765387493         4.2878185468
704                4.9578509208         4.9014210257         4.2878185468
705                4.9578509208         4.9224200194         4.2153307661
706                4.9578509208         4.9036953266         4.2601683351
707                4.9578509208         4.8915451103         4.2601683351
708                4.9578509208         4.9122900352         4.2601683351
709                4.9578509208         4.8699796683         4.2601683351
710                4.9578509208         4.9029204162         4.2878185468
711                4.9578509208         4.8992784157         3.9939585920
712                4.9578509208         4.8762763265         3.9939585920
713                4.9578509208         4.8409690934         3.9939585920
714                4.9578509208         4.8226337298         3.7825435794
715                4.9578509208         4.8997037436         4.2113201353
716                4.9578509208         4.9171660364         4.4707849028
717                4.9578509208         4.8601955219         4.0237213992
718                4.9578509208         4.8496803370         4.0581596225
719                4.9578509208         4.8883077200         4.0663271593
720                4.9578509208         4.9058280701         4.3532907737
721                4.9578509208         4.9004772066         4.7079184474
722                4.9578509208         4.8992105868         4.2251518686
723                4.9578509208         4.9089626968         4.5301332389
724                4.9578509208         4.8505243291         4.1522516313
725                4.9578509208         4.8266986830         4.1653689762
726                4.9578509208         4.8346539157         4.2271219303
727                4.9578509208         4.8696558944         4.4153014495
728                4.9578509208         4.8827121781         4.4153014495
729                4.9578509208         4.9100672488         4.5815024071
730                4.9578509208         4.9040970831         4.0394262021
731                4.9578509208         4.8606091216         3.9731271478
732                4.9578509208         4.8692963309         4.1035775773
733                4.9578509208         4.8804409498         4.1650313254
734                4.9578509208         4.8892030344         4.1012574217
735                4.9578509208         4.8856862558         4.1012574217
736                4.9578509208         4.9214273559         3.9906779426
737                4.9578509208         4.9371613480         4.6044868222
738                4.9578509208         4.9157176107         4.2852906305
739                4.9578509208         4.9079284423         4.2852906305
740                4.9578509208         4.8490243314         4.0309685656
741                4.9578509208         4.8567935305         4.1041749394
742                4.9578509208         4.8964909580         4.0660400732
743                4.9578509208         4.9143744719         4.2234282487
744                4.9578509208         4.9076295232         4.0961761537
745                4.9578509208         4.9313482477         4.2992397890
746                4.9578509208         4.9135436868         4.1325232010
747                4.9578509208         4.9124181184         4.1325232010
748                4.9578509208         4.8623825555         4.0091375081
749                4.9578509208         4.8500438597         3.4455698420
750                4.9578509208         4.8276720387         3.6710076641
751                4.9578509208         4.7521075237         3.1838097883
752                4.9578509208         4.8359651120         3.1838097883
753                4.9578509208         4.8349515796         3.5711353385
754                4.9578509208         4.7566404071         3.1838097883
755                4.9578509208         4.7824707714         3.9854916051
756                4.9578509208         4.7248593708         3.2228744728
757                4.9578509208         4.6881190169         3.5711353385
758                4.9578509208         4.7278549750         4.0091375081
759                4.9578509208         4.8065226707         3.7385917088
760                4.9608928218         4.8263002967         3.6449901163
761                4.9608928218         4.8527348942         4.0091375081
762                4.9608928218         4.8800144529         3.9859759863
763                4.9608928218         4.8854012240         4.1118097173
764                4.9608928218         4.8342882477         4.0741815515
765                4.9608928218         4.8214443070         4.0457081472
766                4.9608928218         4.8421700933         4.0678754561
767                4.9608928218         4.8281461581         4.0678754561
768                4.9608928218         4.7680517074         4.0678754561
769                4.9608928218         4.8557265979         4.1940824835
770                4.9608928218         4.9029245436         4.1446085687
771                4.9608928218         4.8666857919         3.9763473020
772                4.9608928218         4.8653329503         3.5415364328
773                4.9608928218         4.8272868116         3.5415364328
774                4.9608928218         4.8578564361         4.0143568192
775                4.9608928218         4.9161923910         4.3053048701
776                4.9608928218         4.8983465636         4.3053048701
777                4.9608928218         4.9385157870         3.9880523299
778                4.9608928218         4.9199093364         3.9880523299
779                4.9608928218         4.8713976048         3.2711041141
780                4.9608928218         4.9094394152         4.0053539935
